Year,State,ProducerType,FuelSource,Nameplate_Capacity_(Megawatts),Summer_Capacity_(Megawatts)
2022,SD,"Electric Generators, Independent Power Producers",Wind,"2,313.50","2,312.00"
2022,SD,Industrial Power,All Sources,12.9,12.9
2022,SD,Industrial Power,Natural Gas,7.5,7.5
2022,SD,Industrial Power,Wood and Wood Derived Fuels,5.4,5.4
2022,SD,Total Electric Power Industry,All Sources,"6,755.50","6,323.90"
2022,SD,Total Electric Power Industry,Coal,450,475
2022,SD,Total Electric Power Industry,Hydroelectric,"1,648.40","1,598.00"
2022,SD,Total Electric Power Industry,Natural Gas,"1,602.50","1,261.60"
2022,SD,Total Electric Power Industry,Other,0.8,0.8
2022,SD,Total Electric Power Industry,Petroleum,288.7,214.9
2022,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1
2022,SD,Total Electric Power Industry,Wind,"2,758.70","2,767.20"
2022,SD,Total Electric Power Industry,Wood and Wood Derived Fuels,5.4,5.4
2022,TN,Commercial Power,All Sources,37,33.9
2022,TN,Commercial Power,Natural Gas,33.2,30.9
2022,TN,Commercial Power,Solar Thermal and Photovoltaic,3.8,3
2022,TN,"Electric Generators, Electric Utilities",All Sources,"23,077.80","20,499.30"
2022,TN,"Electric Generators, Electric Utilities",Coal,"6,505.20","5,709.00"
2022,TN,"Electric Generators, Electric Utilities",Hydroelectric,"2,298.00","2,401.60"
2022,TN,"Electric Generators, Electric Utilities",Natural Gas,"6,910.00","5,777.50"
2022,TN,"Electric Generators, Electric Utilities",Nuclear,"4,980.80","4,522.70"
2022,TN,"Electric Generators, Electric Utilities",Other Biomass,2,1.8
2022,TN,"Electric Generators, Electric Utilities",Petroleum,664.8,466.8
2022,TN,"Electric Generators, Electric Utilities",Pumped Storage,"1,713.60","1,616.30"
2022,TN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,1.6,1.5
2022,TN,"Electric Generators, Electric Utilities",Wind,1.8,2.1
2022,TN,"Electric Generators, Independent Power Producers",All Sources,602.3,602.7
2022,TN,"Electric Generators, Independent Power Producers",Hydroelectric,206.4,207
2022,TN,"Electric Generators, Independent Power Producers",Natural Gas,3.2,3.2
2022,TN,"Electric Generators, Independent Power Producers",Other Biomass,7.8,7.6
2022,TN,"Electric Generators, Independent Power Producers",Petroleum,3.6,3.6
2022,TN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,354.3,354.3
2022,TN,"Electric Generators, Independent Power Producers",Wind,27,27
2022,TN,Industrial Power,All Sources,444.4,431.3
2022,TN,Industrial Power,Coal,110.5,110.5
2022,TN,Industrial Power,Natural Gas,195.2,182.3
2022,TN,Industrial Power,Solar Thermal and Photovoltaic,3,3
2022,TN,Industrial Power,Wood and Wood Derived Fuels,135.7,135.5
2022,TN,Total Electric Power Industry,All Sources,"24,161.50","21,567.20"
2022,TN,Total Electric Power Industry,Coal,"6,615.70","5,819.50"
2022,TN,Total Electric Power Industry,Hydroelectric,"2,504.40","2,608.60"
2022,TN,Total Electric Power Industry,Natural Gas,"7,141.60","5,993.90"
2022,TN,Total Electric Power Industry,Nuclear,"4,980.80","4,522.70"
2022,TN,Total Electric Power Industry,Other Biomass,9.8,9.4
2022,TN,Total Electric Power Industry,Petroleum,668.4,470.4
2022,TN,Total Electric Power Industry,Pumped Storage,"1,713.60","1,616.30"
2022,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,362.7,361.8
2022,TN,Total Electric Power Industry,Wind,28.8,29.1
2022,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,135.7,135.5
2022,TX,"Combined Heat and Power, Electric Power",All Sources,"8,573.20","7,577.00"
2022,TX,"Combined Heat and Power, Electric Power",Natural Gas,"8,557.80","7,563.00"
2022,TX,"Combined Heat and Power, Electric Power",Other,15.4,14
2022,TX,Commercial Power,All Sources,426.4,407.7
2022,TX,Commercial Power,Hydroelectric,1.3,1.3
2022,TX,Commercial Power,Natural Gas,391,372.4
2022,TX,Commercial Power,Petroleum,16,16
2022,TX,Commercial Power,Solar Thermal and Photovoltaic,3.1,3
2022,TX,Commercial Power,Wind,15,15
2022,TX,"Electric Generators, Electric Utilities",All Sources,"31,020.70","28,329.30"
2022,TX,"Electric Generators, Electric Utilities",Coal,"8,573.30","7,926.00"
2022,TX,"Electric Generators, Electric Utilities",Hydroelectric,725.6,707.9
2022,TX,"Electric Generators, Electric Utilities",Natural Gas,"21,439.00","19,432.90"
2022,TX,"Electric Generators, Electric Utilities",Other,20.5,20.5
2022,TX,"Electric Generators, Electric Utilities",Petroleum,11.2,8.3
2022,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,9,9
2022,TX,"Electric Generators, Electric Utilities",Wind,78.2,78.2
2022,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,163.9,146.5
2022,TX,"Electric Generators, Independent Power Producers",All Sources,"110,881.20","105,505.00"
2022,TX,"Electric Generators, Independent Power Producers",Coal,"10,741.20","10,215.60"
2022,TX,"Electric Generators, Independent Power Producers",Hydroelectric,9.6,6
2022,TX,"Electric Generators, Independent Power Producers",Natural Gas,"41,586.60","37,063.60"
2022,TX,"Electric Generators, Independent Power Producers",Nuclear,"5,138.60","4,980.00"
2022,TX,"Electric Generators, Independent Power Producers",Other,"2,071.40","2,061.80"
2022,TX,"Electric Generators, Independent Power Producers",Other Biomass,36,36
2022,TX,"Electric Generators, Independent Power Producers",Petroleum,710.6,545.7
2022,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"11,355.60","11,348.60"
2022,TX,"Electric Generators, Independent Power Producers",Wind,"39,231.60","39,247.70"
2022,TX,Industrial Power,All Sources,"8,504.10","7,080.90"
2022,TX,Industrial Power,Natural Gas,"7,972.40","6,593.90"
2022,TX,Industrial Power,Other,214.3,205
2022,TX,Industrial Power,Other Biomass,23.5,17.5
2022,TX,Industrial Power,Other Gases,27.5,23.8
2022,TX,Industrial Power,Petroleum,75.8,70.1
2022,TX,Industrial Power,Solar Thermal and Photovoltaic,4.9,4.9
2022,TX,Industrial Power,Wind,10,3
2022,TX,Industrial Power,Wood and Wood Derived Fuels,175.7,162.7
2022,TX,Total Electric Power Industry,All Sources,"159,405.60","148,899.90"
2022,TX,Total Electric Power Industry,Coal,"19,314.50","18,141.60"
2022,TX,Total Electric Power Industry,Hydroelectric,736.5,715.2
2022,TX,Total Electric Power Industry,Natural Gas,"79,946.80","71,025.80"
2022,TX,Total Electric Power Industry,Nuclear,"5,138.60","4,980.00"
2022,TX,Total Electric Power Industry,Other,"2,321.60","2,301.30"
2022,TX,Total Electric Power Industry,Other Biomass,59.5,53.5
2022,TX,Total Electric Power Industry,Other Gases,27.5,23.8
2022,TX,Total Electric Power Industry,Petroleum,813.6,640.1
2022,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,"11,372.60","11,365.50"
2022,TX,Total Electric Power Industry,Wind,"39,334.80","39,343.90"
2022,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,339.6,309.2
2022,US,"Combined Heat and Power, Electric Power",All Sources,"30,627.50","27,462.90"
2022,US,"Combined Heat and Power, Electric Power",Coal,"1,453.10","1,283.90"
2022,US,"Combined Heat and Power, Electric Power",Natural Gas,"27,205.40","24,505.30"
2022,US,"Combined Heat and Power, Electric Power",Other,18.4,17
2022,US,"Combined Heat and Power, Electric Power",Other Biomass,450.8,385.5
2022,US,"Combined Heat and Power, Electric Power",Other Gases,372,350
2022,US,"Combined Heat and Power, Electric Power",Petroleum,583.3,449.9
2022,US,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,4.1,4.1
2022,US,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,540.4,467.2
2022,US,Commercial Power,All Sources,"5,973.50","5,449.80"
2022,US,Commercial Power,Coal,53.5,47.9
2022,US,Commercial Power,Hydroelectric,90.1,87.5
2022,US,Commercial Power,Natural Gas,"2,572.70","2,378.20"
2022,US,Commercial Power,Other,57.5,53.1
2022,US,Commercial Power,Other Biomass,"1,507.00","1,273.40"
2022,US,Commercial Power,Petroleum,"1,007.00",957.9
2022,US,Commercial Power,Solar Thermal and Photovoltaic,451,444.3
2022,US,Commercial Power,Wind,71.7,70.2
2022,US,Commercial Power,Wood and Wood Derived Fuels,163,137.3
2022,US,"Electric Generators, Electric Utilities",All Sources,"664,893.00","612,812.40"
2022,US,"Electric Generators, Electric Utilities",Coal,"158,537.30","146,127.60"
2022,US,"Electric Generators, Electric Utilities",Geothermal,268.5,149.5
2022,US,"Electric Generators, Electric Utilities",Hydroelectric,"73,210.80","73,482.60"
2022,US,"Electric Generators, Electric Utilities",Natural Gas,"301,389.20","266,709.40"
2022,US,"Electric Generators, Electric Utilities",Nuclear,"56,541.90","53,862.90"
2022,US,"Electric Generators, Electric Utilities",Other,"1,333.80","1,298.50"
2022,US,"Electric Generators, Electric Utilities",Other Biomass,288.9,264
2022,US,"Electric Generators, Electric Utilities",Other Gases,13.2,12
2022,US,"Electric Generators, Electric Utilities",Petroleum,"19,221.50","16,411.30"
2022,US,"Electric Generators, Electric Utilities",Pumped Storage,"18,272.30","19,279.10"
2022,US,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"10,215.00","10,141.20"
2022,US,"Electric Generators, Electric Utilities",Wind,"24,835.20","24,445.70"
2022,US,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,765.4,628.6
2022,US,"Electric Generators, Independent Power Producers",All Sources,"521,248.20","488,930.10"
2022,US,"Electric Generators, Independent Power Producers",Coal,"43,946.70","40,460.60"
2022,US,"Electric Generators, Independent Power Producers",Geothermal,"3,696.70","2,499.10"
2022,US,"Electric Generators, Independent Power Producers",Hydroelectric,"6,435.00","6,288.70"
2022,US,"Electric Generators, Independent Power Producers",Natural Gas,"215,259.50","192,400.00"
2022,US,"Electric Generators, Independent Power Producers",Nuclear,"42,893.10","40,796.00"
2022,US,"Electric Generators, Independent Power Producers",Other,"7,863.40","7,811.00"
2022,US,"Electric Generators, Independent Power Producers",Other Biomass,"2,513.20","2,272.90"
2022,US,"Electric Generators, Independent Power Producers",Petroleum,"14,096.60","12,386.60"
2022,US,"Electric Generators, Independent Power Producers",Pumped Storage,"3,735.80","3,764.80"
2022,US,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"62,350.80","62,102.50"
2022,US,"Electric Generators, Independent Power Producers",Wind,"116,981.30","116,829.60"
2022,US,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"1,476.10","1,318.30"
2022,US,Industrial Power,All Sources,"31,005.90","26,781.20"
2022,US,Industrial Power,Coal,"1,455.20","1,396.30"
2022,US,Industrial Power,Hydroelectric,223.9,208.8
2022,US,Industrial Power,Natural Gas,"19,523.90","16,404.00"
2022,US,Industrial Power,Other,"1,365.50","1,226.00"
2022,US,Industrial Power,Other Biomass,139.5,126.5
2022,US,Industrial Power,Other Gases,"1,506.40","1,366.20"
2022,US,Industrial Power,Petroleum,618.3,569.4
2022,US,Industrial Power,Solar Thermal and Photovoltaic,180,174.2
2022,US,Industrial Power,Wind,63.7,56.7
2022,US,Industrial Power,Wood and Wood Derived Fuels,"5,929.50","5,253.10"
2022,US,Total Electric Power Industry,All Sources,"1,253,748.10","1,161,436.40"
2022,US,Total Electric Power Industry,Coal,"205,445.80","189,316.30"
2022,US,Total Electric Power Industry,Geothermal,"3,965.20","2,648.60"
2022,US,Total Electric Power Industry,Hydroelectric,"79,959.80","80,067.60"
2022,US,Total Electric Power Industry,Natural Gas,"565,950.70","502,396.90"
2022,US,Total Electric Power Industry,Nuclear,"99,435.00","94,658.90"
2022,US,Total Electric Power Industry,Other,"10,638.60","10,405.60"
2022,US,Total Electric Power Industry,Other Biomass,"4,899.40","4,322.30"
2022,US,Total Electric Power Industry,Other Gases,"1,891.60","1,728.20"
2022,US,Total Electric Power Industry,Petroleum,"35,526.70","30,775.10"
2022,US,Total Electric Power Industry,Pumped Storage,"22,008.10","23,043.90"
2022,US,Total Electric Power Industry,Solar Thermal and Photovoltaic,"73,200.90","72,866.30"
2022,US,Total Electric Power Industry,Wind,"141,951.90","141,402.20"
2022,US,Total Electric Power Industry,Wood and Wood Derived Fuels,"8,874.40","7,804.50"
2022,UT,"Combined Heat and Power, Electric Power",All Sources,16.5,14
2022,UT,"Combined Heat and Power, Electric Power",Natural Gas,16.5,14
2022,UT,Commercial Power,All Sources,37.2,32.2
2022,UT,Commercial Power,Hydroelectric,13,13
2022,UT,Commercial Power,Natural Gas,21.9,17
2022,UT,Commercial Power,Other Biomass,2.3,2.2
2022,UT,"Electric Generators, Electric Utilities",All Sources,"8,233.70","7,456.10"
2022,UT,"Electric Generators, Electric Utilities",Coal,"4,754.00","4,530.00"
2022,UT,"Electric Generators, Electric Utilities",Geothermal,44.8,31.7
2022,UT,"Electric Generators, Electric Utilities",Hydroelectric,249.4,244.4
2022,UT,"Electric Generators, Electric Utilities",Natural Gas,"3,142.70","2,609.80"
2022,UT,"Electric Generators, Electric Utilities",Other,9.5,8.4
2022,UT,"Electric Generators, Electric Utilities",Petroleum,29.3,27.8
2022,UT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4,4
2022,UT,"Electric Generators, Independent Power Producers",All Sources,"2,040.00","2,030.90"
2022,UT,"Electric Generators, Independent Power Producers",Coal,58.1,51
2022,UT,"Electric Generators, Independent Power Producers",Geothermal,39,39
2022,UT,"Electric Generators, Independent Power Producers",Hydroelectric,2.3,2.3
2022,UT,"Electric Generators, Independent Power Producers",Other,1,1
2022,UT,"Electric Generators, Independent Power Producers",Other Biomass,11.2,10.6
2022,UT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,538.70","1,537.30"
2022,UT,"Electric Generators, Independent Power Producers",Wind,389.7,389.7
2022,UT,Industrial Power,All Sources,116.6,93.7
2022,UT,Industrial Power,Natural Gas,84.8,61.9
2022,UT,Industrial Power,Other,31.8,31.8
2022,UT,Total Electric Power Industry,All Sources,"10,444.00","9,626.90"
2022,UT,Total Electric Power Industry,Coal,"4,812.10","4,581.00"
2022,UT,Total Electric Power Industry,Geothermal,83.8,70.7
2022,UT,Total Electric Power Industry,Hydroelectric,264.7,259.7
2022,UT,Total Electric Power Industry,Natural Gas,"3,265.90","2,702.70"
2022,UT,Total Electric Power Industry,Other,42.3,41.2
2022,UT,Total Electric Power Industry,Other Biomass,13.5,12.8
2022,UT,Total Electric Power Industry,Petroleum,29.3,27.8
2022,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,542.70","1,541.30"
2022,UT,Total Electric Power Industry,Wind,389.7,389.7
2022,VA,"Combined Heat and Power, Electric Power",All Sources,513.8,433.3
2022,VA,"Combined Heat and Power, Electric Power",Natural Gas,513.8,433.3
2022,VA,Commercial Power,All Sources,226.4,183.3
2022,VA,Commercial Power,Natural Gas,6.3,2.5
2022,VA,Commercial Power,Other Biomass,215,175.5
2022,VA,Commercial Power,Petroleum,3.8,4
2022,VA,Commercial Power,Solar Thermal and Photovoltaic,1.3,1.3
2022,VA,"Electric Generators, Electric Utilities",All Sources,"23,727.60","22,592.20"
2022,VA,"Electric Generators, Electric Utilities",Coal,"2,568.90","2,493.00"
2022,VA,"Electric Generators, Electric Utilities",Hydroelectric,775.2,821.6
2022,VA,"Electric Generators, Electric Utilities",Natural Gas,"10,858.00","10,056.60"
2022,VA,"Electric Generators, Electric Utilities",Nuclear,"3,654.40","3,568.00"
2022,VA,"Electric Generators, Electric Utilities",Petroleum,"1,382.50","1,152.40"
2022,VA,"Electric Generators, Electric Utilities",Pumped Storage,"3,109.30","3,241.00"
2022,VA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,154.00","1,094.60"
2022,VA,"Electric Generators, Electric Utilities",Wind,12,12
2022,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,213.3,153
2022,VA,"Electric Generators, Independent Power Producers",All Sources,"5,900.60","5,498.60"
2022,VA,"Electric Generators, Independent Power Producers",Hydroelectric,44.2,42.5
2022,VA,"Electric Generators, Independent Power Producers",Natural Gas,"3,509.40","3,194.60"
2022,VA,"Electric Generators, Independent Power Producers",Other,10.5,10.5
2022,VA,"Electric Generators, Independent Power Producers",Other Biomass,130.7,128.6
2022,VA,"Electric Generators, Independent Power Producers",Petroleum,462.5,380
2022,VA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,693.40","1,697.00"
2022,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,49.9,45.4
2022,VA,Industrial Power,All Sources,488.1,461.8
2022,VA,Industrial Power,Coal,44.5,43
2022,VA,Industrial Power,Hydroelectric,3.7,2.5
2022,VA,Industrial Power,Natural Gas,129.9,116.6
2022,VA,Industrial Power,Other Biomass,1.4,1.4
2022,VA,Industrial Power,Wood and Wood Derived Fuels,308.6,298.3
2022,VA,Total Electric Power Industry,All Sources,"30,856.50","29,169.20"
2022,VA,Total Electric Power Industry,Coal,"2,613.40","2,536.00"
2022,VA,Total Electric Power Industry,Hydroelectric,823.1,866.6
2022,VA,Total Electric Power Industry,Natural Gas,"15,017.40","13,803.60"
2022,VA,Total Electric Power Industry,Nuclear,"3,654.40","3,568.00"
2022,VA,Total Electric Power Industry,Other,10.5,10.5
2022,VA,Total Electric Power Industry,Other Biomass,347.1,305.5
2022,VA,Total Electric Power Industry,Petroleum,"1,848.80","1,536.40"
2022,VA,Total Electric Power Industry,Pumped Storage,"3,109.30","3,241.00"
2022,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,848.70","2,792.90"
2022,VA,Total Electric Power Industry,Wind,12,12
2022,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,571.8,496.7
2022,VT,Commercial Power,All Sources,1.4,0.7
2022,VT,Commercial Power,Wood and Wood Derived Fuels,1.4,0.7
2022,VT,"Electric Generators, Electric Utilities",All Sources,482.1,422.4
2022,VT,"Electric Generators, Electric Utilities",Hydroelectric,128.7,118.7
2022,VT,"Electric Generators, Electric Utilities",Other,9,9
2022,VT,"Electric Generators, Electric Utilities",Other Biomass,8,7.5
2022,VT,"Electric Generators, Electric Utilities",Petroleum,166.9,126
2022,VT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,39,39
2022,VT,"Electric Generators, Electric Utilities",Wind,71,70.2
2022,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,59.5,52
2022,VT,"Electric Generators, Independent Power Producers",All Sources,405.4,416.3
2022,VT,"Electric Generators, Independent Power Producers",Hydroelectric,200.1,212.6
2022,VT,"Electric Generators, Independent Power Producers",Other,1.9,1.9
2022,VT,"Electric Generators, Independent Power Producers",Other Biomass,1.6,1.6
2022,VT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,100.3,100.2
2022,VT,"Electric Generators, Independent Power Producers",Wind,80,80
2022,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,21.5,20
2022,VT,Total Electric Power Industry,All Sources,888.9,839.4
2022,VT,Total Electric Power Industry,Hydroelectric,328.8,331.3
2022,VT,Total Electric Power Industry,Other,10.9,10.9
2022,VT,Total Electric Power Industry,Other Biomass,9.6,9.1
2022,VT,Total Electric Power Industry,Petroleum,166.9,126
2022,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,139.3,139.2
2022,VT,Total Electric Power Industry,Wind,151,150.2
2022,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,82.4,72.7
2022,WA,Commercial Power,All Sources,21.6,21.3
2022,WA,Commercial Power,Natural Gas,2.2,2
2022,WA,Commercial Power,Other Biomass,4.6,4.6
2022,WA,Commercial Power,Petroleum,14.8,14.7
2022,WA,"Electric Generators, Electric Utilities",All Sources,"27,400.50","26,926.50"
2022,WA,"Electric Generators, Electric Utilities",Hydroelectric,"21,192.80","21,341.40"
2022,WA,"Electric Generators, Electric Utilities",Natural Gas,"2,971.80","2,409.40"
2022,WA,"Electric Generators, Electric Utilities",Nuclear,"1,200.00","1,151.00"
2022,WA,"Electric Generators, Electric Utilities",Other,6,6
2022,WA,"Electric Generators, Electric Utilities",Petroleum,2.7,2.5
2022,WA,"Electric Generators, Electric Utilities",Pumped Storage,314,314
2022,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,4.2,4.2
2022,WA,"Electric Generators, Electric Utilities",Wind,"1,658.30","1,648.00"
2022,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,50.7,50
2022,WA,"Electric Generators, Independent Power Producers",All Sources,"3,810.30","3,541.60"
2022,WA,"Electric Generators, Independent Power Producers",Coal,729.9,670
2022,WA,"Electric Generators, Independent Power Producers",Hydroelectric,98.6,86.9
2022,WA,"Electric Generators, Independent Power Producers",Natural Gas,"1,033.20",841
2022,WA,"Electric Generators, Independent Power Producers",Other Biomass,35.9,32.6
2022,WA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,184.2,184.2
2022,WA,"Electric Generators, Independent Power Producers",Wind,"1,728.50","1,726.90"
2022,WA,Industrial Power,All Sources,397.2,363.3
2022,WA,Industrial Power,Hydroelectric,0.4,0.3
2022,WA,Industrial Power,Natural Gas,139.8,120
2022,WA,Industrial Power,Wood and Wood Derived Fuels,257,243
2022,WA,Total Electric Power Industry,All Sources,"31,629.60","30,852.70"
2022,WA,Total Electric Power Industry,Coal,729.9,670
2022,WA,Total Electric Power Industry,Hydroelectric,"21,291.80","21,428.60"
2022,WA,Total Electric Power Industry,Natural Gas,"4,147.00","3,372.40"
2022,WA,Total Electric Power Industry,Nuclear,"1,200.00","1,151.00"
2022,WA,Total Electric Power Industry,Other,6,6
2022,WA,Total Electric Power Industry,Other Biomass,40.5,37.2
2022,WA,Total Electric Power Industry,Petroleum,17.5,17.2
2022,WA,Total Electric Power Industry,Pumped Storage,314,314
2022,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,188.4,188.4
2022,WA,Total Electric Power Industry,Wind,"3,386.80","3,374.90"
2022,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,307.7,293
2022,WI,"Combined Heat and Power, Electric Power",All Sources,11,10.7
2022,WI,"Combined Heat and Power, Electric Power",Other Biomass,11,10.7
2022,WI,Commercial Power,All Sources,111,106.4
2022,WI,Commercial Power,Natural Gas,36.8,32.3
2022,WI,Commercial Power,Other Biomass,14.3,14.2
2022,WI,Commercial Power,Petroleum,47,47
2022,WI,Commercial Power,Solar Thermal and Photovoltaic,3,3
2022,WI,Commercial Power,Wind,9.9,9.9
2022,WI,"Electric Generators, Electric Utilities",All Sources,"15,586.20","14,357.10"
2022,WI,"Electric Generators, Electric Utilities",Coal,"5,500.80","5,214.10"
2022,WI,"Electric Generators, Electric Utilities",Hydroelectric,490.5,364.4
2022,WI,"Electric Generators, Electric Utilities",Natural Gas,"7,583.00","6,915.70"
2022,WI,"Electric Generators, Electric Utilities",Other,5,5
2022,WI,"Electric Generators, Electric Utilities",Petroleum,688.5,576.7
2022,WI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,611.6,611.7
2022,WI,"Electric Generators, Electric Utilities",Wind,544.9,544.9
2022,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,161.9,124.6
2022,WI,"Electric Generators, Independent Power Producers",All Sources,"2,007.90","1,883.80"
2022,WI,"Electric Generators, Independent Power Producers",Hydroelectric,23.9,23.7
2022,WI,"Electric Generators, Independent Power Producers",Natural Gas,283.5,261
2022,WI,"Electric Generators, Independent Power Producers",Nuclear,"1,286.00","1,196.00"
2022,WI,"Electric Generators, Independent Power Producers",Other,0.3,0.3
2022,WI,"Electric Generators, Independent Power Producers",Other Biomass,53.1,51.8
2022,WI,"Electric Generators, Independent Power Producers",Petroleum,25,15
2022,WI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,159.1,159.2
2022,WI,"Electric Generators, Independent Power Producers",Wind,177,176.8
2022,WI,Industrial Power,All Sources,420.4,365.7
2022,WI,Industrial Power,Coal,59.8,53.6
2022,WI,Industrial Power,Hydroelectric,20.1,18.1
2022,WI,Industrial Power,Natural Gas,180.3,146.1
2022,WI,Industrial Power,Other Biomass,3.5,3.5
2022,WI,Industrial Power,Wind,3,3
2022,WI,Industrial Power,Wood and Wood Derived Fuels,153.7,141.4
2022,WI,Total Electric Power Industry,All Sources,"18,136.50","16,723.70"
2022,WI,Total Electric Power Industry,Coal,"5,560.60","5,267.70"
2022,WI,Total Electric Power Industry,Hydroelectric,534.5,406.2
2022,WI,Total Electric Power Industry,Natural Gas,"8,083.60","7,355.10"
2022,WI,Total Electric Power Industry,Nuclear,"1,286.00","1,196.00"
2022,WI,Total Electric Power Industry,Other,5.3,5.3
2022,WI,Total Electric Power Industry,Other Biomass,81.9,80.2
2022,WI,Total Electric Power Industry,Petroleum,760.5,638.7
2022,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,773.7,773.9
2022,WI,Total Electric Power Industry,Wind,734.8,734.6
2022,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,315.6,266
2022,WV,"Combined Heat and Power, Electric Power",All Sources,68.9,50
2022,WV,"Combined Heat and Power, Electric Power",Coal,68.9,50
2022,WV,"Electric Generators, Electric Utilities",All Sources,"11,408.40","11,034.50"
2022,WV,"Electric Generators, Electric Utilities",Coal,"10,731.60","10,440.00"
2022,WV,"Electric Generators, Electric Utilities",Hydroelectric,139.3,133.5
2022,WV,"Electric Generators, Electric Utilities",Natural Gas,519,450
2022,WV,"Electric Generators, Electric Utilities",Petroleum,18.5,11
2022,WV,"Electric Generators, Independent Power Producers",All Sources,"3,998.40","3,717.70"
2022,WV,"Electric Generators, Independent Power Producers",Coal,"2,271.20","2,068.00"
2022,WV,"Electric Generators, Independent Power Producers",Hydroelectric,123.1,104.3
2022,WV,"Electric Generators, Independent Power Producers",Natural Gas,697.4,639.5
2022,WV,"Electric Generators, Independent Power Producers",Other,47.5,47.5
2022,WV,"Electric Generators, Independent Power Producers",Other Biomass,3.2,3.2
2022,WV,"Electric Generators, Independent Power Producers",Wind,856,855.2
2022,WV,Industrial Power,All Sources,223.7,218.5
2022,WV,Industrial Power,Hydroelectric,108.2,103
2022,WV,Industrial Power,Natural Gas,115.5,115.5
2022,WV,Total Electric Power Industry,All Sources,"15,699.40","15,020.70"
2022,WV,Total Electric Power Industry,Coal,"13,071.70","12,558.00"
2022,WV,Total Electric Power Industry,Hydroelectric,370.6,340.8
2022,WV,Total Electric Power Industry,Natural Gas,"1,331.90","1,205.00"
2022,WV,Total Electric Power Industry,Other,47.5,47.5
2022,WV,Total Electric Power Industry,Other Biomass,3.2,3.2
2022,WV,Total Electric Power Industry,Petroleum,18.5,11
2022,WV,Total Electric Power Industry,Wind,856,855.2
2022,WY,"Electric Generators, Electric Utilities",All Sources,"9,593.70","8,349.30"
2022,WY,"Electric Generators, Electric Utilities",Coal,"6,862.10","5,913.00"
2022,WY,"Electric Generators, Electric Utilities",Hydroelectric,300.5,304.5
2022,WY,"Electric Generators, Electric Utilities",Natural Gas,664,486
2022,WY,"Electric Generators, Electric Utilities",Petroleum,4.7,4.7
2022,WY,"Electric Generators, Electric Utilities",Wind,"1,762.40","1,641.10"
2022,WY,"Electric Generators, Independent Power Producers",All Sources,"1,552.50","1,545.40"
2022,WY,"Electric Generators, Independent Power Producers",Coal,90,85
2022,WY,"Electric Generators, Independent Power Producers",Hydroelectric,2.9,2.6
2022,WY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,92,92
2022,WY,"Electric Generators, Independent Power Producers",Wind,"1,367.60","1,365.80"
2022,WY,Industrial Power,All Sources,245.2,197.1
2022,WY,Industrial Power,Coal,71,71
2022,WY,Industrial Power,Natural Gas,157,109.3
2022,WY,Industrial Power,Other,12.4,12.4
